Con,Ecg,ecg_filtered,ecg_pow,ecg_pow100
-1.00,2.45,-0.08,-0.00,-0.43
-1.00,2.66,0.04,0.00,0.08
-1.00,2.85,0.07,0.00,0.36
-1.00,3.17,0.11,0.00,1.23
-1.00,3.58,0.06,0.00,0.17
-1.00,3.90,-0.06,-0.00,-0.17
-1.00,3.66,-0.21,-0.01,-8.70
-1.00,2.85,-0.12,-0.00,-1.79
-1.00,1.86,0.14,0.00,2.97
-1.00,0.99,0.31,0.03,29.41
-1.00,0.35,0.23,0.01,12.31
-1.00,0.08,0.06,0.00,0.27
-1.00,0.01,-0.17,-0.00,-4.76
-1.00,0.00,-0.29,-0.02,-24.03
-1.00,0.00,-0.23,-0.01,-12.73
-1.00,0.00,-0.09,-0.00,-0.76
-1.00,0.02,0.05,0.00,0.11
-1.00,0.42,0.22,0.01,10.62
-1.00,1.24,0.20,0.01,8.02
-1.00,1.77,-0.13,-0.00,-2.40
-1.00,1.74,-0.26,-0.02,-18.57
-1.00,1.47,-0.03,-0.00,-0.02
-1.00,1.04,0.17,0.00,5.00
-1.00,0.95,0.34,0.04,38.59
-1.00,1.16,0.19,0.01,7.27
-1.00,1.48,-0.08,-0.00,-0.47
-1.00,1.74,-0.25,-0.02,-16.35
-1.00,1.88,-0.24,-0.01,-13.75
-1.00,1.94,-0.10,-0.00,-0.93
-1.00,1.89,0.03,0.00,0.02
-1.00,1.69,0.08,0.00,0.47
-1.00,1.63,0.17,0.01,5.29
-1.00,1.76,0.15,0.00,3.41
-1.00,2.08,0.03,0.00,0.04
-1.00,2.40,-0.11,-0.00,-1.36
-1.00,2.64,-0.17,-0.00,-4.51
-1.00,2.75,-0.11,-0.00,-1.31
-1.00,2.78,-0.00,-0.00,-0.00
-1.00,2.75,0.08,0.00,0.48
-1.00,2.77,0.12,0.00,1.75
-1.00,2.68,0.03,0.00,0.03
-1.00,2.55,0.00,0.00,0.00
-1.00,2.42,-0.00,-0.00,-0.00
-1.00,2.28,-0.02,-0.00,-0.01
-1.00,1.99,-0.06,-0.00,-0.22
-1.00,1.55,-0.05,-0.00,-0.12
-1.00,1.16,0.05,0.00,0.11
-1.00,1.01,0.12,0.00,1.63
-1.00,1.37,0.14,0.00,2.75
-1.00,1.74,-0.12,-0.00,-1.58
-1.00,1.92,-0.26,-0.02,-16.92
-1.00,1.97,-0.14,-0.00,-3.03
-1.00,1.85,0.00,0.00,0.00
-1.00,1.84,0.18,0.01,5.99
-1.00,1.88,0.17,0.00,4.66
-1.00,2.46,0.22,0.01,10.48
-1.00,2.70,-0.16,-0.00,-4.45
-1.00,2.30,-0.34,-0.04,-39.01
-1.00,1.36,-0.16,-0.00,-4.15
-1.00,1.14,0.43,0.08,78.21
-1.00,1.36,0.35,0.04,43.11
-1.00,1.59,-0.06,-0.00,-0.26
-1.00,1.79,-0.26,-0.02,-17.31
-1.00,2.06,-0.20,-0.01,-7.47
-1.00,2.27,-0.11,-0.00,-1.32
-1.00,2.34,-0.03,-0.00,-0.02
-1.00,2.33,0.07,0.00,0.38
-1.00,2.27,0.12,0.00,1.80
-1.00,2.28,0.14,0.00,2.59
-1.00,2.39,0.08,0.00,0.53
-1.00,2.50,-0.03,-0.00,-0.02
-1.00,2.57,-0.09,-0.00,-0.70
-1.00,2.59,-0.08,-0.00,-0.54
-1.00,2.54,-0.04,-0.00,-0.07
-1.00,2.47,0.01,0.00,0.00
-1.00,2.42,0.05,0.00,0.11
-1.00,2.29,0.01,0.00,0.00
-1.00,2.18,0.02,0.00,0.01
-1.00,2.10,0.02,0.00,0.00
-1.00,2.03,-0.00,-0.00,-0.00
-1.00,1.99,-0.01,-0.00,-0.00
-1.00,1.89,-0.04,-0.00,-0.08
-1.00,1.77,-0.02,-0.00,-0.01
-1.00,1.73,0.03,0.00,0.03
-1.00,1.61,-0.00,-0.00,-0.00
-1.00,1.48,-0.00,-0.00,-0.00
-1.00,1.53,0.06,0.00,0.26
-1.00,1.72,0.03,0.00,0.04
-1.00,1.84,-0.07,-0.00,-0.36
-1.00,2.02,-0.05,-0.00,-0.10
-1.00,2.16,-0.04,-0.00,-0.05
-1.00,2.33,0.01,0.00,0.00
-1.00,2.42,0.01,0.00,0.00
-1.00,2.27,-0.04,-0.00,-0.05
-1.00,1.99,0.02,0.00,0.01
-1.00,1.73,0.10,0.00,0.95
-1.00,1.54,0.10,0.00,1.00
-1.00,1.46,0.03,0.00,0.04
-1.00,1.45,-0.04,-0.00,-0.06
-1.00,1.48,-0.09,-0.00,-0.73
-1.00,1.54,-0.08,-0.00,-0.57
-1.00,1.55,-0.06,-0.00,-0.26
-1.00,1.61,0.01,0.00,0.00
-1.00,1.75,0.06,0.00,0.19
-1.00,1.91,0.03,0.00,0.04
-1.00,1.84,-0.06,-0.00,-0.19
-1.00,1.53,-0.05,-0.00,-0.12
-1.00,1.19,0.07,0.00,0.34
-1.00,0.99,0.15,0.00,3.26
-1.00,0.97,0.10,0.00,1.02
-1.00,1.07,-0.02,-0.00,-0.01
-1.00,1.14,-0.13,-0.00,-2.36
-1.00,1.26,-0.11,-0.00,-1.30
-1.00,1.35,-0.06,-0.00,-0.27
-1.00,1.49,0.01,0.00,0.00
-1.00,1.58,0.03,0.00,0.02
-1.00,1.68,0.05,0.00,0.11
-1.00,1.79,0.05,0.00,0.11
-1.00,1.86,0.01,0.00,0.00
-1.00,1.86,-0.01,-0.00,-0.00
-1.00,1.86,0.01,0.00,0.00
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.67,-0.00,-0.00,-0.00
-1.00,1.51,0.00,0.00,0.00
-1.00,1.33,0.01,0.00,0.00
-1.00,1.28,0.05,0.00,0.09
-1.00,1.94,0.19,0.01,6.79
-1.00,2.66,-0.09,-0.00,-0.74
-1.00,2.69,-0.42,-0.07,-74.25
-1.00,1.71,-0.38,-0.06,-55.91
-1.00,1.50,0.46,0.09,94.35
-1.00,1.97,0.57,0.19,187.30
-1.00,2.42,0.05,0.00,0.12
-1.00,2.79,-0.26,-0.02,-18.01
-1.00,2.93,-0.31,-0.03,-29.43
-1.00,2.84,-0.16,-0.00,-3.94
-1.00,2.70,0.06,0.00,0.26
-1.00,2.56,0.17,0.01,5.11
-1.00,2.16,0.07,0.00,0.34
-1.00,1.61,0.04,0.00,0.05
-1.00,1.31,0.13,0.00,2.39
-1.00,1.26,0.08,0.00,0.48
-1.00,1.32,-0.08,-0.00,-0.47
-1.00,1.24,-0.21,-0.01,-9.70
-1.00,1.05,-0.16,-0.00,-4.15
-1.00,0.83,-0.02,-0.00,-0.00
-1.00,0.89,0.17,0.00,4.53
-1.00,1.15,0.13,0.00,2.14
-1.00,1.48,-0.00,-0.00,-0.00
-1.00,1.77,-0.09,-0.00,-0.84
-1.00,2.12,-0.05,-0.00,-0.15
-1.00,2.25,-0.08,-0.00,-0.43
-1.00,2.23,-0.01,-0.00,-0.00
-1.00,2.06,0.06,0.00,0.23
-1.00,1.84,0.11,0.00,1.27
-1.00,1.77,0.14,0.00,3.03
-1.00,1.92,0.08,0.00,0.51
-1.00,2.02,-0.10,-0.00,-0.92
-1.00,2.00,-0.17,-0.01,-5.12
-1.00,1.72,-0.16,-0.00,-3.80
-1.00,1.30,-0.01,-0.00,-0.00
-1.00,0.85,0.11,0.00,1.33
-1.00,0.57,0.18,0.01,5.95
-1.00,0.60,0.14,0.00,2.81
-1.00,1.15,0.07,0.00,0.42
-1.00,1.85,-0.16,-0.00,-3.76
-1.00,2.24,-0.35,-0.04,-42.88
-1.00,2.05,-0.30,-0.03,-27.88
-1.00,1.74,0.08,0.00,0.44
-1.00,1.65,0.37,0.05,50.31
-1.00,1.41,0.21,0.01,9.40
-1.00,0.55,-0.10,-0.00,-1.01
-1.00,0.13,0.16,0.00,4.01
-1.00,0.02,0.13,0.00,2.10
-1.00,0.00,-0.09,-0.00,-0.85
-1.00,0.00,-0.21,-0.01,-9.03
-1.00,0.00,-0.18,-0.01,-5.74
-1.00,0.00,-0.08,-0.00,-0.45
-1.00,0.02,0.03,0.00,0.02
-1.00,0.33,0.15,0.00,3.45
-1.00,1.31,0.24,0.01,13.55
-1.00,2.46,-0.03,-0.00,-0.02
-1.00,3.40,-0.27,-0.02,-18.93
-1.00,4.24,-0.18,-0.01,-5.41
-1.00,4.83,-0.05,-0.00,-0.09
-1.00,4.96,0.02,0.00,0.01
-1.00,4.58,0.09,0.00,0.85
-1.00,3.37,0.06,0.00,0.17
-1.00,2.51,0.42,0.07,73.06
-1.00,2.25,0.41,0.07,70.30
-1.00,2.55,0.07,0.00,0.38
-1.00,3.58,-0.20,-0.01,-7.71
-1.00,4.48,-0.59,-0.20,-200.90
-1.00,3.69,-0.94,-0.84,-837.15
-1.00,2.53,-0.09,-0.00,-0.72
-1.00,2.81,0.99,0.97,965.54
-1.00,4.09,0.79,0.49,491.24
-1.00,4.85,-0.25,-0.02,-15.19
-1.00,4.97,-0.62,-0.23,-234.50
-1.00,4.98,-0.24,-0.01,-14.59
-1.00,4.99,0.12,0.00,1.77
-1.00,5.00,0.23,0.01,11.40
-1.00,5.00,0.17,0.00,4.58
-1.00,5.00,0.06,0.00,0.17
-1.00,5.00,-0.03,-0.00,-0.03
-1.00,4.91,-0.09,-0.00,-0.82
-1.00,4.59,-0.13,-0.00,-1.97
-1.00,4.93,0.18,0.01,6.09
-1.00,5.00,-0.08,-0.00,-0.58
-1.00,5.00,-0.11,-0.00,-1.38
-1.00,5.00,-0.03,-0.00,-0.03
-1.00,5.00,0.03,0.00,0.03
-1.00,4.99,0.05,0.00,0.10
-1.00,5.00,0.05,0.00,0.10
-1.00,5.00,0.02,0.00,0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,5.00,-0.01,-0.00,-0.00
-1.00,5.00,-0.01,-0.00,-0.00
-1.00,5.00,-0.01,-0.00,-0.00
-1.00,5.00,-0.01,-0.00,-0.00
-1.00,4.15,-0.24,-0.01,-14.08
-1.00,1.11,-0.54,-0.16,-161.77
-1.00,0.24,1.04,1.11,1110.08
-1.00,0.05,0.70,0.34,344.87
-1.00,0.01,-0.15,-0.00,-3.16
-1.00,0.00,-0.57,-0.18,-180.85
-1.00,0.00,-0.51,-0.13,-131.12
-1.00,0.00,-0.24,-0.01,-13.05
-1.00,0.00,0.03,0.00,0.02
-1.00,0.00,0.18,0.01,5.53
-1.00,0.00,0.20,0.01,8.59
-1.00,0.00,0.16,0.00,3.73
-1.00,0.00,0.08,0.00,0.48
-1.00,0.00,0.01,0.00,0.00
-1.00,0.00,-0.03,-0.00,-0.03
-1.00,0.00,-0.05,-0.00,-0.10
-1.00,0.00,-0.04,-0.00,-0.07
-1.00,0.00,-0.03,-0.00,-0.02
-1.00,0.00,-0.01,-0.00,-0.00
-1.00,0.01,-0.00,-0.00,-0.00
-1.00,0.36,0.10,0.00,1.05
-1.00,1.17,0.10,0.00,1.08
-1.00,2.06,-0.10,-0.00,-0.96
-1.00,2.54,-0.30,-0.03,-26.69
-1.00,2.84,-0.13,-0.00,-1.99
-1.00,3.05,0.10,0.00,0.86
-1.00,3.26,0.20,0.01,8.36
-1.00,3.04,0.05,0.00,0.09
-1.00,2.61,0.05,0.00,0.10
-1.00,2.15,0.10,0.00,0.90
-1.00,1.89,0.12,0.00,1.85
-1.00,1.76,0.00,0.00,0.00
-1.00,1.34,-0.22,-0.01,-10.64
-1.00,0.71,-0.19,-0.01,-7.28
-1.00,0.23,0.03,0.00,0.03
-1.00,0.05,0.15,0.00,3.46
-1.00,0.01,0.05,0.00,0.11
-1.00,0.14,-0.03,-0.00,-0.03
-1.00,0.55,-0.03,-0.00,-0.02
-1.00,0.97,-0.11,-0.00,-1.33
-1.00,0.93,-0.22,-0.01,-10.47
-1.00,0.29,-0.14,-0.00,-2.78
-1.00,0.05,0.34,0.04,40.31
-1.00,0.00,0.33,0.04,36.25
-1.00,0.00,0.08,0.00,0.60
-1.00,0.65,0.08,0.00,0.52
-1.00,2.49,0.13,0.00,2.01
-1.00,3.68,-0.57,-0.19,-187.79
-1.00,3.02,-0.93,-0.81,-813.31
-1.00,2.34,0.10,0.00,0.93
-1.00,2.56,0.89,0.70,701.14
-1.00,3.16,0.60,0.22,215.90
-1.00,3.67,-0.04,-0.00,-0.05
-1.00,3.85,-0.40,-0.06,-62.91
-1.00,3.62,-0.37,-0.05,-50.91
-1.00,3.15,-0.11,-0.00,-1.19
-1.00,2.61,0.14,0.00,2.77
-1.00,1.82,0.14,0.00,2.46
-1.00,1.23,0.20,0.01,8.48
-1.00,0.85,0.12,0.00,1.58
-1.00,0.72,-0.01,-0.00,-0.00
-1.00,0.83,-0.12,-0.00,-1.93
-1.00,0.93,-0.22,-0.01,-10.50
-1.00,0.68,-0.26,-0.02,-17.41
-1.00,0.31,-0.04,-0.00,-0.09
-1.00,0.08,0.20,0.01,8.19
-1.00,0.03,0.24,0.01,13.21
-1.00,0.15,0.12,0.00,1.87
-1.00,0.67,0.06,0.00,0.26
-1.00,1.41,-0.09,-0.00,-0.65
-1.00,2.31,-0.16,-0.00,-4.06
-1.00,3.02,-0.23,-0.01,-11.42
-1.00,3.60,-0.10,-0.00,-0.92
-1.00,4.03,0.05,0.00,0.10
-1.00,4.37,0.15,0.00,3.28
-1.00,4.17,0.02,0.00,0.01
-1.00,3.46,0.01,0.00,0.00
-1.00,2.35,0.09,0.00,0.78
-1.00,1.22,0.21,0.01,9.04
-1.00,0.33,0.20,0.01,8.61
-1.00,0.07,0.14,0.00,2.74
-1.00,0.04,-0.19,-0.01,-6.34
-1.00,0.41,-0.28,-0.02,-21.25
-1.00,0.98,-0.28,-0.02,-22.93
-1.00,1.79,-0.16,-0.00,-4.22
-1.00,2.42,-0.13,-0.00,-2.16
-1.00,2.81,-0.01,-0.00,-0.00
-1.00,2.97,0.14,0.00,2.72
-1.00,3.13,0.28,0.02,21.31
-1.00,2.82,0.11,0.00,1.24
-1.00,2.23,0.08,0.00,0.43
-1.00,1.39,0.05,0.00,0.12
-1.00,1.32,0.30,0.03,28.15
-1.00,1.74,0.09,0.00,0.75
-1.00,2.61,-0.18,-0.01,-6.22
-1.00,2.94,-0.57,-0.19,-185.07
-1.00,3.33,-0.27,-0.02,-19.65
-1.00,3.73,0.02,0.00,0.01
-1.00,2.45,-0.31,-0.03,-28.82
-1.00,0.92,0.28,0.02,20.85
-1.00,0.25,0.83,0.57,568.68
-1.00,0.26,0.54,0.16,155.54
-1.00,0.75,-0.05,-0.00,-0.12
-1.00,0.93,-0.62,-0.23,-234.64
-1.00,0.75,-0.61,-0.23,-231.07
-1.00,0.71,-0.12,-0.00,-1.93
-1.00,1.09,0.25,0.02,15.34
-1.00,1.35,0.13,0.00,2.38
-1.00,1.58,0.06,0.00,0.24
-1.00,1.83,0.06,0.00,0.19
-1.00,1.96,0.01,0.00,0.00
-1.00,1.38,-0.17,-0.01,-5.29
-1.00,0.60,0.04,0.00,0.06
-1.00,0.16,0.30,0.03,27.54
-1.00,0.33,0.31,0.03,29.78
-1.00,1.11,0.07,0.00,0.29
-1.00,1.56,-0.44,-0.09,-85.71
-1.00,1.76,-0.44,-0.09,-85.06
-1.00,2.78,0.13,0.00,2.20
-1.00,3.81,0.06,0.00,0.24
-1.00,4.65,-0.07,-0.00,-0.29
-1.00,4.90,-0.15,-0.00,-3.30
-1.00,4.90,0.08,0.00,0.53
-1.00,4.34,0.12,0.00,1.61
-1.00,3.33,0.17,0.00,4.50
-1.00,2.04,0.19,0.01,6.85
-1.00,1.27,0.33,0.04,36.68
-1.00,1.02,0.15,0.00,3.26
-1.00,1.71,-0.02,-0.00,-0.00
-1.00,2.30,-0.52,-0.14,-143.75
-1.00,2.74,-0.56,-0.17,-171.68
-1.00,2.88,-0.30,-0.03,-27.14
-1.00,2.78,0.05,0.00,0.13
-1.00,2.37,0.26,0.02,16.70
-1.00,1.91,0.38,0.05,53.33
-1.00,1.47,0.30,0.03,27.87
-1.00,1.24,0.17,0.01,5.26
-1.00,1.02,-0.07,-0.00,-0.35
-1.00,0.80,-0.19,-0.01,-6.63
-1.00,0.37,-0.25,-0.01,-14.76
-1.00,0.11,-0.04,-0.00,-0.06
-1.00,0.03,0.06,0.00,0.17
-1.00,0.00,0.02,0.00,0.01
-1.00,0.00,-0.02,-0.00,-0.01
-1.00,0.00,-0.02,-0.00,-0.01
-1.00,0.19,0.05,0.00,0.15
-1.00,0.92,0.16,0.00,3.94
-1.00,1.75,-0.04,-0.00,-0.06
-1.00,2.45,-0.19,-0.01,-7.00
-1.00,2.36,-0.32,-0.03,-33.48
-1.00,1.89,-0.01,-0.00,-0.00
-1.00,1.19,0.25,0.02,15.71
-1.00,0.59,0.37,0.05,52.24
-1.00,0.16,0.25,0.02,15.53
-1.00,0.03,0.06,0.00,0.18
-1.00,0.00,-0.19,-0.01,-6.66
-1.00,0.00,-0.28,-0.02,-22.51
-1.00,0.00,-0.22,-0.01,-10.24
-1.00,0.11,-0.05,-0.00,-0.16
-1.00,0.24,0.03,0.00,0.02
-1.00,0.51,0.10,0.00,0.92
-1.00,0.71,0.04,0.00,0.07
-1.00,1.16,0.11,0.00,1.30
-1.00,1.37,-0.06,-0.00,-0.18
-1.00,1.16,-0.13,-0.00,-2.46
-1.00,0.97,0.07,0.00,0.41
-1.00,1.33,0.30,0.03,26.41
-1.00,1.83,0.07,0.00,0.42
-1.00,2.15,-0.20,-0.01,-7.72
-1.00,2.35,-0.20,-0.01,-8.29
-1.00,2.81,0.02,0.00,0.01
-1.00,3.17,-0.01,-0.00,-0.00
-1.00,3.46,-0.00,-0.00,-0.00
-1.00,3.73,0.04,0.00,0.05
-1.00,4.03,0.06,0.00,0.21
-1.00,3.95,-0.07,-0.00,-0.30
-1.00,3.67,-0.02,-0.00,-0.00
-1.00,3.26,0.06,0.00,0.27
-1.00,2.95,0.14,0.00,2.83
-1.00,3.31,0.24,0.01,14.13
-1.00,3.70,-0.09,-0.00,-0.81
-1.00,3.37,-0.46,-0.09,-94.36
-1.00,2.40,-0.32,-0.03,-31.72
-1.00,1.93,0.31,0.03,29.58
-1.00,2.05,0.45,0.09,91.27
-1.00,2.08,0.03,0.00,0.02
-1.00,2.07,-0.18,-0.01,-6.23
-1.00,1.90,-0.22,-0.01,-10.34
-1.00,1.81,-0.04,-0.00,-0.06
-1.00,1.78,0.06,0.00,0.17
-1.00,1.77,0.06,0.00,0.26
-1.00,1.64,-0.00,-0.00,-0.00
-1.00,1.59,0.04,0.00,0.08
-1.00,1.58,0.04,0.00,0.05
-1.00,1.67,0.03,0.00,0.02
-1.00,1.87,-0.00,-0.00,-0.00
-1.00,2.37,0.03,0.00,0.02
-1.00,2.61,-0.16,-0.00,-3.80
-1.00,3.06,-0.02,-0.00,-0.00
-1.00,3.40,-0.03,-0.00,-0.04
-1.00,2.99,-0.19,-0.01,-6.97
-1.00,2.35,0.06,0.00,0.17
-1.00,2.07,0.36,0.05,47.05
-1.00,1.71,0.17,0.00,4.64
-1.00,1.33,-0.02,-0.00,-0.00
-1.00,1.05,-0.08,-0.00,-0.49
-1.00,1.08,-0.04,-0.00,-0.07
-1.00,1.26,-0.10,-0.00,-0.91
-1.00,1.38,-0.17,-0.00,-4.64
-1.00,1.53,-0.09,-0.00,-0.62
-1.00,1.75,0.02,0.00,0.01
-1.00,1.97,0.06,0.00,0.18
-1.00,2.35,0.11,0.00,1.34
-1.00,2.54,-0.01,-0.00,-0.00
-1.00,2.60,-0.02,-0.00,-0.01
-1.00,2.09,-0.11,-0.00,-1.49
-1.00,1.51,0.09,0.00,0.70
-1.00,1.35,0.30,0.03,26.68
-1.00,1.40,0.14,0.00,2.49
-1.00,1.34,-0.15,-0.00,-3.64
-1.00,1.25,-0.21,-0.01,-8.62
-1.00,1.22,-0.11,-0.00,-1.19
-1.00,1.17,-0.04,-0.00,-0.06
-1.00,1.04,-0.00,-0.00,-0.00
-1.00,1.05,0.10,0.00,1.00
-1.00,1.05,0.05,0.00,0.16
-1.00,1.16,0.05,0.00,0.10
-1.00,1.32,-0.00,-0.00,-0.00
-1.00,1.51,-0.03,-0.00,-0.03
-1.00,1.59,-0.07,-0.00,-0.37
-1.00,1.72,0.00,0.00,0.00
-1.00,1.50,-0.08,-0.00,-0.44
-1.00,1.10,0.01,0.00,0.00
-1.00,0.56,0.08,0.00,0.50
-1.00,0.16,0.16,0.00,4.26
-1.00,0.05,0.15,0.00,3.23
-1.00,0.11,-0.02,-0.00,-0.00
-1.00,0.22,-0.16,-0.00,-3.90
-1.00,0.46,-0.14,-0.00,-2.79
-1.00,0.69,-0.12,-0.00,-1.65
-1.00,1.01,-0.01,-0.00,-0.00
-1.00,1.36,0.04,0.00,0.05
-1.00,1.68,0.04,0.00,0.07
-1.00,2.33,0.14,0.00,2.99
-1.00,4.46,0.44,0.09,85.17
-1.00,4.91,-0.66,-0.29,-291.31
-1.00,4.98,-0.37,-0.05,-52.71
-1.00,5.00,0.16,0.00,4.06
-1.00,5.00,0.37,0.05,48.95
-1.00,5.00,0.28,0.02,21.61
-1.00,5.00,0.09,0.00,0.73
-1.00,5.00,-0.06,-0.00,-0.27
-1.00,4.99,-0.14,-0.00,-2.65
-1.00,5.00,-0.13,-0.00,-1.98
-1.00,5.00,-0.09,-0.00,-0.72
-1.00,5.00,-0.04,-0.00,-0.05
-1.00,4.99,0.00,0.00,0.00
-1.00,5.00,0.04,0.00,0.06
-1.00,5.00,0.03,0.00,0.03
-1.00,5.00,0.02,0.00,0.01
-1.00,5.00,0.01,0.00,0.00
-1.00,5.00,0.01,0.00,0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,5.00,-0.01,-0.00,-0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,5.00,-0.00,-0.00,-0.00
-1.00,4.90,-0.03,-0.00,-0.02
-1.00,4.46,-0.09,-0.00,-0.67
-1.00,3.99,0.05,0.00,0.11
-1.00,3.46,0.09,0.00,0.80
-1.00,3.02,0.10,0.00,1.07
-1.00,2.60,0.02,0.00,0.01
-1.00,2.32,-0.01,-0.00,-0.00
-1.00,2.00,-0.10,-0.00,-1.01
-1.00,1.78,-0.06,-0.00,-0.19
-1.00,1.65,-0.03,-0.00,-0.02
-1.00,1.65,0.01,0.00,0.00
-1.00,1.65,-0.02,-0.00,-0.01
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.64,-0.02,-0.00,-0.01
-1.00,1.57,0.02,0.00,0.01
-1.00,1.52,0.06,0.00,0.20
-1.00,1.60,0.08,0.00,0.54
-1.00,1.53,-0.04,-0.00,-0.04
-1.00,1.41,-0.04,-0.00,-0.07
-1.00,1.33,0.02,0.00,0.00
-1.00,1.38,0.05,0.00,0.14
-1.00,1.45,-0.01,-0.00,-0.00
-1.00,1.56,-0.03,-0.00,-0.04
-1.00,1.64,-0.06,-0.00,-0.17
-1.00,1.51,-0.08,-0.00,-0.55
-1.00,1.27,-0.00,-0.00,-0.00
-1.00,1.14,0.12,0.00,1.59
-1.00,1.07,0.09,0.00,0.78
-1.00,1.09,0.03,0.00,0.04
-1.00,1.09,-0.05,-0.00,-0.15
-1.00,1.17,-0.05,-0.00,-0.14
-1.00,1.30,-0.04,-0.00,-0.06
-1.00,1.52,-0.01,-0.00,-0.00
-1.00,1.76,-0.01,-0.00,-0.00
-1.00,1.98,-0.02,-0.00,-0.01
-1.00,2.09,-0.03,-0.00,-0.03
-1.00,2.20,0.04,0.00,0.06
-1.00,2.24,0.04,0.00,0.04
-1.00,2.25,0.04,0.00,0.05
-1.00,2.02,-0.03,-0.00,-0.03
-1.00,1.82,0.04,0.00,0.06
-1.00,2.33,0.25,0.02,15.11
-1.00,2.92,-0.03,-0.00,-0.02
-1.00,2.78,-0.42,-0.07,-74.36
-1.00,1.53,-0.43,-0.08,-80.37
-1.00,0.72,0.34,0.04,39.01
-1.00,0.42,0.55,0.17,166.00
-1.00,0.35,0.22,0.01,10.47
-1.00,0.39,-0.13,-0.00,-2.41
-1.00,0.45,-0.29,-0.02,-23.30
-1.00,0.59,-0.22,-0.01,-10.03
-1.00,0.74,-0.11,-0.00,-1.19
-1.00,0.85,-0.01,-0.00,-0.00
-1.00,0.92,0.07,0.00,0.31
-1.00,1.08,0.13,0.00,2.29
-1.00,1.32,0.11,0.00,1.41
-1.00,1.34,-0.04,-0.00,-0.07
-1.00,1.31,-0.02,-0.00,-0.01
-1.00,1.47,0.08,0.00,0.50
-1.00,1.62,0.01,0.00,0.00
-1.00,1.78,-0.04,-0.00,-0.06
-1.00,1.87,-0.07,-0.00,-0.36
-1.00,1.96,-0.02,-0.00,-0.01
-1.00,2.03,0.01,0.00,0.00
-1.00,2.19,0.04,0.00,0.08
-1.00,2.37,0.02,0.00,0.01
-1.00,2.55,-0.01,-0.00,-0.00
-1.00,2.60,-0.06,-0.00,-0.19
-1.00,2.67,0.01,0.00,0.00
-1.00,2.60,-0.01,-0.00,-0.00
-1.00,2.50,0.03,0.00,0.04
-1.00,2.36,0.04,0.00,0.05
-1.00,2.34,0.07,0.00,0.31
-1.00,2.33,-0.00,-0.00,-0.00
-1.00,2.39,-0.02,-0.00,-0.01
-1.00,2.38,-0.08,-0.00,-0.50
-1.00,2.15,-0.10,-0.00,-1.08
-1.00,1.83,-0.00,-0.00,-0.00
-1.00,1.62,0.12,0.00,1.53
-1.00,1.42,0.08,0.00,0.47
-1.00,1.23,0.02,0.00,0.01
-1.00,0.85,-0.08,-0.00,-0.61
-1.00,0.62,0.02,0.00,0.00
-1.00,0.49,0.03,0.00,0.04
-1.00,0.40,-0.01,-0.00,-0.00
-1.00,0.38,-0.03,-0.00,-0.03
-1.00,0.38,-0.04,-0.00,-0.07
-1.00,0.47,-0.00,-0.00,-0.00
-1.00,0.61,-0.00,-0.00,-0.00
-1.00,0.71,-0.02,-0.00,-0.01
-1.00,0.86,0.01,0.00,0.00
-1.00,1.05,0.03,0.00,0.04
-1.00,1.20,0.00,0.00,0.00
-1.00,1.07,-0.08,-0.00,-0.47
-1.00,1.07,0.07,0.00,0.34
-1.00,1.12,0.09,0.00,0.63
-1.00,1.28,0.04,0.00,0.09
-1.00,1.50,-0.02,-0.00,-0.01
-1.00,1.78,-0.05,-0.00,-0.14
-1.00,1.99,-0.09,-0.00,-0.84
-1.00,2.17,-0.04,-0.00,-0.09
-1.00,2.31,0.01,0.00,0.00
-1.00,2.46,0.05,0.00,0.13
-1.00,2.60,0.05,0.00,0.10
-1.00,2.68,0.01,0.00,0.00
-1.00,2.65,-0.02,-0.00,-0.01
-1.00,2.83,0.08,0.00,0.49
-1.00,3.62,0.17,0.01,5.31
-1.00,3.91,-0.24,-0.01,-14.26
-1.00,3.25,-0.43,-0.08,-78.65
-1.00,2.16,-0.04,-0.00,-0.08
-1.00,1.86,0.57,0.19,188.58
-1.00,2.00,0.41,0.07,68.96
-1.00,2.11,-0.09,-0.00,-0.78
-1.00,2.21,-0.30,-0.03,-26.67
-1.00,2.29,-0.26,-0.02,-17.61
-1.00,2.33,-0.12,-0.00,-1.83
-1.00,2.32,0.01,0.00,0.00
-1.00,2.32,0.11,0.00,1.17
-1.00,2.25,0.09,0.00,0.74
-1.00,2.17,0.07,0.00,0.40
-1.00,2.11,0.06,0.00,0.17
-1.00,2.15,0.04,0.00,0.05
-1.00,2.24,-0.02,-0.00,-0.01
-1.00,2.30,-0.08,-0.00,-0.45
-1.00,2.26,-0.09,-0.00,-0.67
-1.00,2.21,-0.01,-0.00,-0.00
-1.00,2.13,0.03,0.00,0.02
-1.00,2.27,0.10,0.00,1.13
-1.00,2.36,-0.00,-0.00,-0.00
-1.00,2.31,-0.08,-0.00,-0.44
-1.00,2.06,-0.08,-0.00,-0.51
